2024-05-15 14:21:59,250: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-15 14:21:59,807: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-05-15 14:21:59,808: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-15 14:21:59,808: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-05-15 14:21:59,808: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-15 14:21:59,809: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,809: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,821: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,821: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-05-15 14:21:59,822: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,822: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,822: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,822: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,823: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-15 14:21:59,823: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-05-15 14:21:59,823: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-05-15 14:21:59,823: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-05-15 14:21:59,824: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-15 14:21:59,825: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-05-15 14:21:59,825: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-05-15 14:21:59,826: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-05-15 14:21:59,826: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,826: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,826: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,826: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,826: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,826: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,827: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,827: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,827: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,827: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,827: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,827: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,828: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-15 14:21:59,828: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,828: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,828: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,828: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,828: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,829: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,829: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-05-15 14:21:59,829: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-05-15 14:21:59,829: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,829: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,829: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,829: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,829: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,830: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,830: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-05-15 14:21:59,830: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,830: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,831: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-15 14:21:59,831: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,831: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,831: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,831: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,831: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,832: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,832: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-05-15 14:21:59,832: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-15 14:21:59,833: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,833: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,833: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,834: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,834: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,834: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,834: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,834: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,834: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,834: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,835: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-15 14:21:59,835: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-05-15 14:21:59,835: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-05-15 14:21:59,836: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,836: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,836: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,836: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,836: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,836: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,837: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,837: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,837: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,837: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,837: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-15 14:21:59,838: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-05-15 14:21:59,838: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-05-15 14:21:59,838: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,838: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,839: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,839: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,839: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,839: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,839: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,839: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-05-15 14:21:59,839: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,840: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,840: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-15 14:21:59,840: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-05-15 14:21:59,840: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-05-15 14:21:59,841: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-15 14:21:59[0m
2024-05-15 14:21:59,841: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-15 14:21:59,841: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
