2024-05-19 19:12:57,712: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-05-19 19:12:58,265: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-05-19 19:12:58,267: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-19 19:12:58,267: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-05-19 19:12:58,267: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-19 19:12:58,268: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:12:58[0m
2024-05-19 19:12:58,268: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:12:58,279: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:00,808: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-19 19:13:00[0m
2024-05-19 19:13:00,809: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-19 19:13:00,810: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-05-19 19:13:00,810: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-05-19 19:13:00,810: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:13:00[0m
2024-05-19 19:13:00,810: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:00,811: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,090: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,092: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-19 19:13:01,092: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-05-19 19:13:01,092: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-05-19 19:13:01,093: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-05-19 19:13:01,093: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-05-19 19:13:01,094: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-05-19 19:13:01,094: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-05-19 19:13:01,095: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-05-19 19:13:01,095: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-05-19 19:13:01,095: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-05-19 19:13:01,095: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-05-19 19:13:01,104: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,104: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,105: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,380: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,381: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-19 19:13:01,381: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-05-19 19:13:01,381: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-05-19 19:13:01,382: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,382: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,382: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,691: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,694: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-19 19:13:01,694: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-05-19 19:13:01,695: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-05-19 19:13:01,695: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,695: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,696: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,993: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,994: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-19 19:13:01,995: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-05-19 19:13:01,995: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-05-19 19:13:01,995: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:13:01[0m
2024-05-19 19:13:01,995: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:01,996: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-19 19:13:02,323: root: INFO: [34mMLTrader : Trading iteration ended at 2024-05-19 19:13:02[0m
2024-05-19 19:13:02,324: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-05-19 19:13:02,325: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-05-19 19:13:02,325: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-05-19 19:13:02,325: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-05-19 19:13:02[0m
2024-05-19 19:13:02,325: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
